MarMam observation ID num	MarMam individual ID num PK	Animal ID	Vernacular name	Date event observed	Date event observed confidence	Date event reported	Observation type	Gear type	Latitude 	Longitude 	Coordiante Capture method 	Location 	Area descriptor	NZ Regions	Physical population	General description of conditions	Description	Event remarks 	Platform	DOC response	Agency notified	DNA test results Haplotype	sex	Age class	Length cm	Suspected primary cause of death	Necropsy status	Necropsy results	Necropsy results details	Result confidence (for human-related cause of death only)
1529	545	H248	Hector's dolphin	15/12/13 0:00	Actual	2013-12-15	Live stranded - Died (single or pair)	Not Applicable	-41.28832	174.00773	Estimated location	Dolphin watch cnr of London Street and Wellington street	CEP-Other (South Island)	Marlborough	NCSI	Not recorded	Hector's dolphin now dead. Have taken the dolphin and put body on ice	Not required	Land	Post mortem	DOC		Male	Adult	130	Sent for necropsy	Complete	Natural Causes - general	"1. Severe pulmonary parasitism. 2. Gastric ulceration. 3. Emaciation. This dolphin had no evidence of trauma, so presumably the abnormal swimming that was observed was due to severe weakness. The lungworm burden present was the largest I have seen, and would have contributed to the animal's illness. Heavy parasite infestations in adult dolphins are often assocaited with underlaying disease."	Not applicable
1530	670		Hector's dolphin	30/04/14 0:00	Actual	2014-04-30	Live stranded - Refloat (mass 3 or more)	Not Applicable	-43.559563	172.745647	Estimated location	"Avon/Heathcote Estuary. South shore beach, end of rockinghorse road, then onto beach"	CEP-Other (South Island)	Canterbury	ECSI	"moderate swell, low tide"	"Found in tidal pool. Very dirty flood waters, low tide. Dolphins loaded onto back of trailer, driven to ocean side of spit and released where they swam away"	Not required	Land	Release alive	DOC		Male	Adult		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
1530	671		Hector's dolphin	30/04/14 0:00	Actual	2014-04-30	Live stranded - Refloat (mass 3 or more)	Not Applicable	-43.559563	172.745647	Estimated location	"Avon/Heathcote Estuary. South shore beach, end of rockinghorse road, then onto beach"	CEP-Other (South Island)	Canterbury	ECSI	"moderate swell, low tide"	"Found in tidal pool. Very dirty flood waters, low tide. Dolphins loaded onto back of trailer, driven to ocean side of spit and released where they swam away"	Not required	Land	Release alive	DOC		Female	Juvenile		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
1530	672		Hector's dolphin	30/04/14 0:00	Actual	2014-04-30	Live stranded - Refloat (mass 3 or more)	Not Applicable	-43.559563	172.745647	Estimated location	"Avon/Heathcote Estuary. South shore beach, end of rockinghorse road, then onto beach"	CEP-Other (South Island)	Canterbury	ECSI	"moderate swell, low tide"	"Found in tidal pool. Very dirty flood waters, low tide. Dolphins loaded onto back of trailer, driven to ocean side of spit and released where they swam away"	Not required	Land	Release alive	DOC		Unknown	Adult		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
1576	538	H249	Hector's dolphin	11/08/14 0:00	Actual	2014-08-11	Beachcast (dead on shore)	Not Applicable	-43.56839614	172.7614826	GPS - Subject location	"Scarborough Beach, Christchurch"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Freshly dead Hector's dolphin found at Scarborough beach in Canterbury. Send to Massey for necropsy	"From histo-pathology: None of the lesions seen grossly or histologically were severe enough to have been the cause of death. THe dolphin had quite marked lungworm lesions, but this is fairly commonly seen in younger dolphins and does not usually cause disease unless complicated by other factors. The significance of the blood clot in the lung and the protein casts in the kidney tubules is difficult to determine. The blood clot is an unusual finding, but the fact that only one was present means that it was unlikely to have caused any clinical disease. THere was no evidence of human involvement in the death of this dolphin"	Land	Post mortem	DOC		Male	Adult	123	Sent for necropsy	Complete	Indeterminable	"Open (unknown cause of death), chronic parasitism (lungs). None of the lesions were severe enough to have been the cause of death. The dolphin had quite marked lungworm lesions, but this is fairly common in younger dolphins and doesn’t usually cause disease unless complicated by other factors. The blood clot is an unusual finding, but as only one was present means that it was unlikely to have caused any clinical disease. There was no evidence of human involvement in the death of this dolphin"	Not applicable
1577			Hector's dolphin	18/07/14 0:00	Actual	18/07/14	Live stranded - Refloat (single or pair)	Not Applicable	-43.493606	172.727432	Estimated location	"Brighton Beach, Christchurch. Near north brighton surf club"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"First reporter: Hi thought I would let DOC know that I came across a beached dolphin earlier today approx. 4.30 on Brighton beach near north brighton surf club. Myself and another passer by were able to steer the dolphin back out to sea (v cold and wet 35mins later!)and it was seen out past the breaking waves. It appeared to be quiet small approx. 1.5m and I think a hectors dolphin
Thought I should let you know.
. second reporter: struggling in surf line - right up at shoreline. was beached - managed to right it and steered him back out. Have seen a Hector's dolphin before"	This was also reported via the DOC hotline by another member of the public that was involved. DOC rangers checked the beach but didn't find anything	Land	Basic data record	DOC			Adult						
1578			Hector's dolphin	10/05/14 0:00	Actual	12/05/14	Entangled - caught in gear (live and released)	Recreational set net	-37.654785	177.858471	Estimated location	"Raukokore Mataitai, approx 50m off the Wairuru stream"	CEP-Other (North Island)	Bay of Plenty	Other	Not recorded	Accidentally caught in fishing net and released. Fisherman passed on the details to another person who upon hearing description forwarded him some pictures of a maui dolphin. The fisherman then confirmed it looked like what he had caught. 	"Interviewed by a DOC staff member and external validator, described dolphin as 3-4ft, dark black and rounded dorsal fin, colouring greyish more on the bottom half, black pretty close to half, body shape nice and roundish, tail typical of the whale, beak wasn't protruding. mesh had caught in some teeth, some around tail fluke, got out of it's mouth and rolled it out and gave it a bit of a push. very calm and didn't try and get away or thrash or anything and not stressed even when pulling net up to realise it. has chatted with some other locals about and two others said that they have seen an animal similar to what he described in the last five years or so. started working at the deep end and heard breathe and as get closer to beach could hear it blowing and circling around and moved towards it in boat and at first thought it was seal and then never saw head; beak was caught with teeth and a bit over tail when tried to swim off and sprinted off  "	Private vessel	Sent for validation interview	DOC			Adult						
1586	384	H251	Hector's dolphin	30/10/14 0:00	Actual	2014-10-30	Beachcast (dead on shore)	Not Applicable	-40.5877	172.6897	GPS - Subject location	"Pakawau Beach, Golden Bay."	CEP-Other (South Island)	Tasman	NCSI	"medium tide outgoing, no swell, westerly light wind"	Dolphin found washed up dead and beginning to decay. Was situated at the mid tide mark and collected before the tide came back in at 9.30pm so no photo was taken in situ. Body was brought in to Takaka DOC the next morning. No obvious causes of death noticed. 	"histopathology showed the dolphin had severe lung disease, partly due to a heavy lungworm infection. "	Land	Post mortem	DOC		Male	Adult	127	Sent for necropsy	Complete	Natural causes - disease	"Severe parasitism. Unfortunately decomposition and freezing will make it more difficult to get a definitive diagnosis of cause of death, but the poor body condition of the animal suggests that he had been ill for a while. This dolphin had quite severe lung disease, partly due to a heavy lungworm infection. Toxoplasma testing is pending, to rule out this as a cause of the interstitial pneumonia. The presence of parasite eggs in the lymph nodes also indicates severe parasitism in this dolphin."	Not applicable
1595	335	H250	Hector's dolphin	2/10/14 0:00	Actual	2014-10-02	Live stranded - Died (single or pair)	Not Applicable	-43.530909	172.741621	Estimated location	"South Brighton - near Jerrico St (I think means Jellicoe street as could not find a Jerrico St, coordinate based of this)"	CEP-Other (South Island)	Canterbury	ECSI	moderate high tide	"Found on high tide line on beach (near 2 dead seal pups) - recovered by christchurch city council ranger. Post mortem shows likely stranded live, was scavenged causing blood loss, died before discovery. Cause of stranding unknown"	"no photos of site, dolphin picked up by council before rangers got there. Pathology results and histology show this dolphin had sever myocarditis (heart disease) that would have made him weak and subject to stranding"	Land	Post mortem	DOC		Male	Juvenile	100	Sent for necropsy	Complete	Natural causes - disease	"Severe myocarditis. This calf had very severe heart disease. It is likely that the calf was weak due to compromise of heart function, causing him to live-strand or float and be attacked by scavengers. The microscopic changes in this calf are very similar to another Canterbury calf (H244). Tissues from H244 were tested for toxoplasma and were negative. Tissues from this current calf will also be tested in due course. This report will be updated if these tests identify the cause of this disease."	Not applicable
1596	336		Hector's dolphin	8/09/14 0:00	Actual	2014-09-08	Beachcast (dead on shore)	Not Applicable	-41.3109	172.0862	GPS - Subject location	"Kongahu Beach, Karamea approx 1km north of power sub station"	CEP-Other (South Island)	West Coast	WCSI	"sea conditions for the week previous has been calm, easterly breeze"	"Beach where found is sand, shallow, flat. No obvious sign of death, maybe 2 days since death? Sea conditions for the week previous has been calm, easterly breeze"	not sent for necropsy as too decomposed as advised by Massey University	Land	Basic data record	DOC		Unknown	Adult	141	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1620	548	H252	Hector's dolphin	17/12/14 0:00	Actual	2014-12-17	Beachcast (dead on shore)	Not Applicable	-43.522095	172.737734	Estimated location	South Brighton Surf Club	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	call at 6.30am from ranger at Mahaanui as council ranger reported a dead Hector's dolphin on beach at South Brighton Surf Club. PIcked up by DOC ranger	"this dolphin had vertebral scoliosis (twisted spine) with muscle atrophy. The severe deformity of the spine could have been either congenital or the result of a fracture. While this spinal deformity was not the direct cause of death, the severe muscle wasting and poor body condition indicate that this dolphin was not able to swim normally, and may have ultimately starved to death. "	Land	Post mortem	DOC		Male	Juvenile	90.5	Sent for necropsy	Complete	Natural Causes - general	"Vertebral scoliosis (twisted spine) with muscle atrophy. The severe deformity of the spine could have been either congenital or the result of a fracture. Further dissection and imaging studies will be carried out to try to clarify this. While this spinal deformity was not the direct cause of death, the severe muscle wasting and poor body condition indicate that this dolphin was not able to swim normally and may have ultimately starved to death. "	Not applicable
1621	549		Hector's dolphin	22/12/14 0:00	Actual	2014-12-22	Live stranded - Died (single or pair)	Not Applicable	-42.482	171.1792	GPS - Subject location	"Domain Terrace, South Beach, Greymouth. Just south of concrete plant"	CEP-Other (South Island)	West Coast	WCSI	Big seas	Washed up at Greymouth alive during big seas. Died during attempts to transport it to a calmer area for refloating. 	"Standard protocol not followed here so no photos, measurements, samples taken. Animal buried with very little information available. May have been struggling in the big seas"	Land	Buried	DOC		Unknown	Juvenile		Natural causes	Not applicable	Not applicable	Not applicable	Not applicable
1622			Hector's dolphin	15/01/15 0:00	Actual	15/01/15	Live stranded - Refloat (single or pair)	Not Applicable	-46.219108	167.362376	Estimated location	"Mussel Beach, Port Craig, Te Waewae Bay"	CEP-Other (South Island)	Southland	SCSI	Not recorded	"Just to let you know one of our staff members rescued a stranded hector's today at Port Craig. It was beached and she refloated it and then mum came round the corner and they swam off. The responder wet her towl and used it to carry the dolphin back into the water where it waited by her side until spotting its mother and swimming away. dolphin was less than a metre long and appeared to have been stranded for at least an hour, judging by the tide. There is a pod of about four or five that hang around here, including what I believe are two mothers with babies.  "	see http://www.stuff.co.nz/southland-times/65123553/beached-az-dolphin-rescued	Land	Basic data record	DOC			Juvenile						
1623	550	H253	Hector's dolphin	9/01/15 0:00	Actual	2015-01-10	Entangled - caught in gear (dead)	Recreational set net	-41.276	173.2545	GPS - Subject location	"Bolton's hole in shallow water, Nelson"	CEP-Other (South Island)	Nelson	NCSI	Not recorded	"This dolphin was reported to DOC by a member of the media, who had been contacted by a fisherman. The fisherman had hauled the dolphin up dead in his set net on Friday. The media contacted DOC on the Monday morning, and the body was recovered. The net was a nylon recreational net, with a knot-to-knot distance of 150mm when stretched. "	"associated in the media with 1624 but it is unclear if the two incidents are connected. It is not known if the dolphin drowned in the set net, or if it died prior to being caught in the net. The dolphin was inadvertently frozen during shipping to Massey University whereby much of the post mortem information was lost "	Platform not specified	Post mortem	DOC		Male	Juvenile	83.5	Sent for necropsy	Complete	Entanglement	"Known bycatch. Unfortunately, this dolphin was frozen during transport, and the thawing process results in loss of much post mortem information, including sloughing of the skin and therefore destruction of skin lesions that may have been visible when the dolphin was fresh. The reported history of capture in a fishing net enables a diagnosis of ""known bycatch"" to be made, but this diagnosis would have been difficult to impossible to make without that information."	Known
1624	552		Hector's dolphin	11/01/15 0:00	Actual	2015-01-11	Beachcast (dead on shore)	Not Applicable	-41.3056	173.1585	GPS - Subject location	"N/E end of Landsdowne Road by Waimea Inlet, Nelson"	CEP-Other (South Island)	Tasman	NCSI	Not recorded	"A member of the public called in a sighting of a dead dolphin. DOC staff in the area checked it out, recovered the animal that had been out in the sun and placed it above M/H/W/S mark. The next day a DOC ranger went to recover the animal, identified it as a Hector's dolphin, it was badly decomposed. "	"associated in the media with 1623 but it is unclear if the two incidents are connected. Too decomposed for autopsy, unable to determine any information about cause of death"	Land	Buried	DOC		Female	Adult	152	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1625	553	H254	Hector's dolphin	23/02/15 0:00	Actual	2015-02-23	Beachcast (dead on shore)	Not Applicable	-46.3587	167.9006	GPS - Subject location	Tihaka beach end of Colac Bay (by surfer's carpark)	CEP-Other (South Island)	Southland	SCSI	"Low outgoing tide, light swell"	Found at approximately mean high tide mark on Tihaka beach end of Colac Bay.  Department contacted of its presence.   went and investigated/recovered.  Pre-existing injury to spine	"Sent to Massey pathologists for post-mortem examination, spine severely deviated, and there was degeneration of the intervertebral discs as well as bony fusion of the affected vertebrae. . The healed scars present on the skin over the site of spinal damage suggest that this may have been caused by a traumatic injury. Deformity itself would not have caused death but would have compromised foraging ability, animals body condition was very poor"	Land	Post mortem	DOC		Female	Adult	149	Sent for necropsy	Complete	Natural Causes - general	"Scoliosis of spine, severely deviated, degeneration of the intervertebral discs and bony fusion of affected vertebrae. Healed scars on skin at site of spinal damage suggest maybe traumatic injury (predator or vessel). Dolphin may have coped initially, but bones & discs began to degenerate, resulting in atrophy of tail muscles and likely severely compromised foraging ability. loose teeth and ulcerated chin maybe due modified foraging behaviour eg spending increased time foraging on the sea floor."	Not applicable
1643	554		Hector's dolphin	1/02/15 0:00	Actual	2015-02-04	Entangled - caught in gear (dead)	Recreational set net	-41.845212	174.184371	Estimated location	off Ward Beach	CEP-Other (South Island)	Marlborough	ECSI	not too rough but got progressively worse	caught a dolphin in butterfish set net ~som off Ward Beach; net in water about 1 hour and they were complying with all guidelines. They cut dolphin loose immediately but not sure it was likely to survive incident. no eye movement and no response when touching or cut out from net. beak and head entangled in net and then wrapped itself up.	"Though this animal was released from the net, it was unresponsive and likely deceased"	Platform not specified	Sent for validation interview	DOC		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1645	551	H255	Hector's dolphin	6/04/15 0:00	Actual	2015-04-06	Beachcast (dead on shore)	Recreational set net	-43.789514	172.920056	Estimated location	"Petit Carenage Bay, Akaroa Harbour, Canterbury"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Hector's dolphin found on beach in Akaroa harbour with obvious marks on the head area that may indicate the animal had been entangled in a net. There were many set nets in the area (all legal). Scientists at the scene identified 'classic' set net entanglement marks on the dorsal fin and front of the tail flukes. Dolphin was sent to Massey University for necropsy where they found a healthy dolphin with recent prey in it's stomach, net marks, and no evidence of any other cause of death. "	Not required	Land	Post mortem	DOC		Male	Adult	121	Sent for necropsy	Complete	Entanglement	"Diagnosis: bycatch. There were markings over the snout, flipper and fluke that are consistent with net marks, and the cause of
death is by-catch.
This was a young male dolphin, in good body condition with no obvious indication of any underlying disease process."	Probable
1677	555	H256	Hector's dolphin	11/09/15 0:00	Actual	2015-09-11	Beachcast (dead on shore)	Not Applicable	-45.128735	170.957478	Estimated location	"Beach ROad, Oamaru. 200m south of Golf course"	CEP-Other (South Island)	Otago	ECSI	"low incoming tide, light to no swell. calm sea conditions"	Hector's dolphin in good condition found on beach in Oamaru. Found between tide marks by DOC staff. No apparant interference. Taken to fieldbase and kept cool over weekend. Sent to Massey for Necropsy via Halls Transport	cause of death disseminated toxoplasmosis: tissues from this dolphin were positive for Toxoplasma on PCR and IHC	Land	Post mortem	DOC		Female	Adult	141	Sent for necropsy	Complete	Natural causes - disease	"Disseminated  toxoplasmosis. The microscopic changes present in tissues from this dolphin are consistent with toxoplasmosis, but definitive diagnosis of this disease requires molecular testing and immunohistochemistry. These tests will be carried out and the results notified in due course."	Not applicable
1678	556	H257	Hector's dolphin	3/10/15 17:30	Actual	2015-10-03	Beachcast (dead on shore)	Not Applicable	-43.8695	172.3044	GPS - Subject location	"beach at coopers lagoon, selwyn, canterbury. shingle beach, high tide line"	CEP-Other (South Island)	Canterbury	ECSI	"beaufort scale 4, NW moderate wind, light swell, low tide"	called in by public to duty officer. picked up 1900 hours sat evening. with Halls Freight Sunday morning	no obvious cause of death; possible kidney disease: the changes in the kidney could have caused renal failure but there is no way to definitively diagnose this after death. The tissues were too autolysed to fully assess for toxo but there were no lesions to suggest that this was the cause of death. 	Land	Post mortem	DOC		Female	Adult	144.5	Sent for necropsy	Complete	Indeterminable	"No obvious cause of death; possible kidney disease. The changes in the kidney could have caused renal failure but there is no way to definitively diagnose this
after death. The tissues were too autolysed to fully assess for toxoplasmosis but there were no lesions to
suggest that this was the cause of death. This possibility could be further investigated using molecular
assays and immunohistochemistry."	Not applicable
1679	557		Hector's dolphin	24/09/15 17:40	Actual	2015-09-24	Beachcast (dead on shore)	Not Applicable	-43.8702	172.2998	GPS - Subject location	"coopers lagoon beach, end mcevedys road, canterbury"	CEP-Other (South Island)	Canterbury	ECSI	"easterly wind 10 knots, 1 metre swell, low outgoing tide"	"found beachcast, not sent for necropsy as decomposed"	Not required	Land	Buried	DOC		Female	Adult	136	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1680	558		Hector's dolphin	12/10/15 0:00	Estimated	2015-10-12	Beachcast (dead on shore)	Not Applicable	-42.6437	171.0577	GPS - Subject location	"Awatuna beach, approx 2km south of waimea  creek, located just north of hokitika. location marked by a line of 8 silage bales that you can see when you look over the back of the dune "	CEP-Other (South Island)	West Coast	WCSI	Not recorded	DOC staff in Tier 1 team found dolphin remains (spine with tail still mostly intact but with head missing) among the driftwood. too far gone to determine anything useful	Not required	Land	DNA collected	DOC		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1720	561		Hector's dolphin	15/12/15 16:15	Actual	2015-12-15	Live stranded - Died (single or pair)	Not Applicable	-41.26224438	172.1056225	Estimated location	"Otamahana Estuary, eastern edge (farm land side) in backwash south of Maori pt camp ground"	CEP-Other (South Island)	West Coast	WCSI	"3m high tide at 1400, murky sea/estuary conditions due to stiff south west wind, occasional light rain."	"disoriented dependent calf swimming in circles with no intent. heading towards shallows on outgoing tide. attempts made to herd it out to see. later in evening was found stranded, kayaks used to release it into deeper water, after multiple attempts the dolphin headed out of estuary in main channel. A small decomposed dolphin was found a few weeks later in early January at same location by some tourists. LIkely to be same animal. DOC staff couldn't find the carcass.   "	Not required	Land	Release alive	DOC		Unknown	Juvenile	70	Natural causes	Not applicable	Not applicable	Not applicable	Not applicable
1745	655		Hector's dolphin	22/02/16 0:00	Actual	2016-02-22	Beachcast (dead on shore)	Not Applicable	-43.83758539	172.5556677	GPS - Subject location	"Kaitorete Spit, midway along"	CEP-Other (South Island)	Canterbury	ECSI	"light swell, wind NE, tide incoming"	Riding along beach on bike and found decomposed Hector's dolphin carcass. Took which measurements and photographs I could. Intestines protruding.		Land	Buried	DOC		Unknown	Adult	108	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1761	656		Hector's dolphin	26/11/13 10:15	Actual		Entangled - caught in gear (dead)	Commercial set net	-44.38589336	188.7409585	GPS - Subject location	"Somewhere off Timaru, coordinates point to port but would have been out at sea"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded			Commercial fishing vessel	Basic data record	DOC		Unknown	Adult	125	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1921	658	H258	Hector's dolphin	17/10/16 0:00	Actual	2016-10-17	Beachcast (dead on shore)	Not Applicable	-42.74281433	170.9313947	Estimated location	"Southside Beach, Hokitika"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Member of the public discovered the dolphin and moved it higher on shore before calling duty ranger. no visible injuries but obviously very very young.	Not required	Land	Post mortem	DOC		Female	Juvenile	74.5	Sent for necropsy	Complete	Natural causes - disease	"Diagnosis: infectious disease - meningitis, ocular inflammation and pneumonia. This dolphin was very young, but had lived long enough to pass meconium. may have been separated from mother for some time before death. The calf had significant hitological lesions in the lung, eye and brain. These changes can be seen in a number of infectious diseases, including brucellosis and toxoplasmosis. We will run some molecular tests for those agents. "	Not applicable
1922	659	H259	Hector's dolphin	27/11/16 0:00	Actual	2016-11-29	Beachcast (dead on shore)	Not Applicable	-43.892744	168.921073	Estimated location	"North Okuru river mouth, Haast"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"beachcast dolphin, already decomposing so local experienced staff member performed necropsy. "		Land	Post mortem	DOC		Female	Adult		Sent for necropsy	Complete	Indeterminable	Open - too decomposed	Not applicable
1923	660	H260	Hector's dolphin	15/12/16 20:00	Actual	2016-12-15	Beachcast (dead on shore)	Not Applicable	-42.352398	173.698027	Estimated location	"Harnetts Creek, Old Beach Road, Kaikoura"	CEP-Other (South Island)	Canterbury	ECSI	"2-3 beaufort, easterly wind, light swell, low outgoing tide"	"Kaikoura isolated by road, got dolphin helicoptered to Blenheim where it was freighted to Massey Uni in Palmerston North. In good condition. No fishing boats operating at the time due to quake. "	Animal delivered frozen as Halls refused to take chilled	Land	Post mortem	DOC		Female	Adult	140.5	Sent for necropsy	Complete	Natural causes - disease	"histology, culture and molecular typing have confirmed that this dolphin had tuberculosis. The
organism that was identified has a similar genetic typing pattern to the isolates of M. pinnipedii that we have
found in seals and sea lions from New Zealand waters. I have not found any existing reports of tuberculosis
in cetaceans, so this is an extremely unusual case"	Not applicable
1924	661		Hector's dolphin	15/01/17 0:00	Actual	2017-01-16	Beachcast (dead on shore)	Not Applicable	-43.928133	172.112648	Estimated location	"Dorie Beach, end of Main Wareings Road, Ashburton"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"dolphin washed up on beach, reported to DOC via Asburton Guardian reporter. dolphin disappeared in the tide before DOC staff could reach it for retrieval for necropsy"	article in Ashburton Guardian but need subscription to view it http://www.guardianonline.co.nz/news/hectors-dolphin-washes-up-on-dorie-beach/	Land	Response could not be completed	DOC		Unknown	Adult		Body not recovered	Not applicable	Not applicable	Not applicable	Not applicable
1925	662		Hector's dolphin	27/11/16 0:00	Actual	2016-11-29	Entangled - caught in gear (dead)	Trawl net	-44.252986	171.493199	Estimated location	"North of Timaru, offshore"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	skipper of trawl vessel reported capture of Hector's dolphin. Dolphin was dead and returned to sea	Not required	Commercial fishing vessel	Basic data record	MPI		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
3403	669	H263	Hector's dolphin	11/02/17 19:30	Actual	2017-03-06	Beachcast (dead on shore)	Recreational set net	-42.44478048	171.1919292	GPS - Subject location	"Blaketown Beach, 300m south of Grey River"	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Last Saturday evening I attended to a report of a dead “small whale” found on Blaketown Beach, 300 m south of the Grey River mouth.  I went to the scene to make an initial assessment before deciding what to do next and saw that it was a half-eaten Hector dolphin.  With the help of the bystander who reported the find, I then dragged the carcase clear of the incoming tide and returned shortly afterward to photograph and retrieve it.  I put it into the DOC freezer. "	dolphin was subject to post mortem mutilation via a slit belly and removed tail stock. Had mark consistent with being caught in a net. Was investigated by MPI and DOC. Investigation report states that dolphin was likely caught by an unlawful recreational set net atound the Taramaku river mouth 	Land	Post mortem	DOC		Unknown	Adult		Sent for necropsy	Complete	Entanglement	"There are definitive signs of direct human interaction in this dolphin: clean removal of the tail stock and a knife incision along the ventral midline. There are also some signs of possible entanglement in fishing gear: abrasions and lacerations of the leading edges of flippers and dorsal fin, laceration of the snout. The scallop shape of the borders of the missing blubber/soft tissue are consistent shark bites. "	Possible
3404			Hector's dolphin	21/12/88 8:00	Actual	21/12/88	Live stranded - Refloat (single or pair)	Not Applicable	-43.531913	172.741981	Estimated location	South New Brighton Beach	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"A Hector's dolphin was found on the South New Brighton Beach yesterday and successfully returned to sea. The dolphin had been found about 8am by local people, said a Conservation Department spokesman. They had kept the dolphin moist and shaded, then managed to carry it to the water on a sheet. The local people had done ""all the right things,"" and the dolphin was put safely back into the channel. "	Not required	Land	Release alive	DOC			Adult						
3411	673	H261	Hector's dolphin	8/02/17 10:45	Actual	2017-02-08	Entangled - caught in gear (dead)	Commercial set net	-44.71766667	171.3066667	GPS - Subject location	Approximately 11nm south of Timaru	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Approximately 2000 m of net was deployed with pingers were spaced every 100 m along the net. No HDO sightings occurred prior to setting or whilst the net was soaking.

About half way through hauling (1000 m along the net), a single HDO was brought up in the net. The animal was dead when brought on board the vessel and has been retained by the observer. The animal was photographed and measured before being stored on ice. No HDO sightings occurred prior to the capture or during the remainder of the haul."	Not required	Commercial fishing vessel	Post mortem	MPI		Male	Adult	129.2	Sent for necropsy	Complete	Entanglement	"This dolphin was in good body condition, with recently ingested prey in the stomach and no evidence of infectious or other disease. These findings are consistent with the history (found in fishing net). It is useful to note that there were no distinctive marks of net entanglement, and that there was no foam or fluid in the lungs. Histology did not show any evidence of underlying disease."	Known
3412	674	H262	Hector's dolphin	10/02/17 0:00	Actual	9999-01-01	Beachcast (dead on shore)	Not Applicable	-43.580755	172.776395	Estimated location	Upper Taylor's Mistake beach	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Unknown	Unknown	Land	Post mortem	DOC		Male	Juvenile	76.6	Sent for necropsy	Complete	Natural causes- maternal separation	"This calf was quite young, and had some indications of decreased food intake (a slightly concave neck and
shrunken lumbar muscles). Histology showed evidence of pneumonia/fetal respiratory distress, which may
have weakened the calf and therefore contributed to his death. This is a non-specific finding, and can
sometimes be associated with disease but often no cause is able to be found."	Not applicable
3413	675	H264	Hector's dolphin	26/03/17 0:00	Actual	2017-03-27	Beachcast (dead on shore)	Not Applicable	-43.834049	172.587673	Estimated location	Kaitoreti Spit (coordinates provided are inaccurate so guessed based off map provided)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Email to DOC Marine Mammals with photos of dead dolphin on beach. Possible knife cuts visible. Contacted photographer to establish location and picked it up next morning. Seen by photographer on afternoon of 26th, not reported until evening of 27th and picked up following morning. Sent to Massey via freight"	dolphin was subject to post mortem mutilation via a slit belly and removed tail stock. Investigation by MPI and DOC still pending 	Land	Post mortem	DOC		Male	Adult	114	Sent for necropsy	Complete	Natural causes - disease	"1.Chronic disease - pneumonia
2. Post mortem carcass mutilation. This dolphin had definite signs of human interaction, most likely inflicted by a knife. There was no indication
that the damage had been inflicted while the animal was alive, so the appropriate diagnosis is post mortem
carcass mutilation. No signs of bycatch present. The dolphin also had pneumonia, which likely explains his poor body condition."	Not applicable
3427	676		Hector's dolphin	10/07/17 10:00	Actual	2017-07-10	Beachcast (dead on shore)	Not Applicable	-44.27835385	171.3444382	GPS - Subject location	"Waipopo  Opihi Milford lagoon, washed up along willow efge inside lagoon"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	washed up decomposed. 	too decomposed for necropsy	Land	DNA collected	DOC		Unknown	Adult	137	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
3428	677		Hector's dolphin	18/06/17 0:00	Estimated	2017-06-18	Beachcast (dead on shore)	Not Applicable	-46.35725	167.912931	Estimated location	Colac Bay on the beach	CEP-Other (South Island)	Southland	ECSI	Not recorded	small skull found on Colac Bay beach with little flesh remaining. Identified as Hector's dolphin by Te Papa staff	skull only found	Land	Confirm species ID	MONZ		Unknown	Adult		Body not recovered	Not applicable	Not applicable	Not applicable	Not applicable
